TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
630 mV (01001),0.73 dB (00011),1.32 dB (00110),800 mV,0,7884
630 mV (01001),0.73 dB (00011),2.28 dB (01001),800 mV,0,7776
630 mV (01001),0.73 dB (00011),3.14 dB (01100),800 mV,0,7956
630 mV (01001),0.73 dB (00011),3.99 dB (01111),800 mV,0,7812
630 mV (01001),0.73 dB (00011),5.05 dB (10010),800 mV,0,7776
630 mV (01001),0.73 dB (00011),6.69 dB (10101),800 mV,0,7560
630 mV (01001),0.73 dB (00011),7.84 dB (11000),800 mV,0,7632
630 mV (01001),0.73 dB (00011),9.14 dB (11010),800 mV,0,7524
630 mV (01001),0.73 dB (00011),10.51 dB (11100),800 mV,1043,5148
630 mV (01001),0.73 dB (00011),10.51 dB (11100),800 mV,1043,0
630 mV (01001),0.73 dB (00011),11.63 dB (11101),800 mV,1137,4752
630 mV (01001),0.73 dB (00011),11.63 dB (11101),800 mV,1137,0
630 mV (01001),0.73 dB (00011),12.29 dB (11110),800 mV,200722,0
630 mV (01001),0.73 dB (00011),13.67 dB (11111),800 mV,591828,0
630 mV (01001),1.30 dB (00110),0.00 dB (00000),800 mV,0,7992
630 mV (01001),1.30 dB (00110),0.74 dB (00011),800 mV,0,7848
630 mV (01001),1.30 dB (00110),1.32 dB (00110),800 mV,0,7812
630 mV (01001),1.30 dB (00110),2.28 dB (01001),800 mV,0,7776
630 mV (01001),1.30 dB (00110),3.14 dB (01100),800 mV,0,7848
630 mV (01001),1.30 dB (00110),3.99 dB (01111),800 mV,0,7704
630 mV (01001),1.30 dB (00110),5.05 dB (10010),800 mV,0,7668
630 mV (01001),1.30 dB (00110),6.69 dB (10101),800 mV,0,7632
630 mV (01001),1.30 dB (00110),7.84 dB (11000),800 mV,0,7452
630 mV (01001),1.30 dB (00110),9.14 dB (11010),800 mV,145,7380
630 mV (01001),1.30 dB (00110),9.14 dB (11010),800 mV,145,0
630 mV (01001),1.30 dB (00110),10.51 dB (11100),800 mV,198814,0
630 mV (01001),1.30 dB (00110),11.63 dB (11101),800 mV,1110738,0
630 mV (01001),1.30 dB (00110),12.29 dB (11110),800 mV,-1,0
630 mV (01001),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
630 mV (01001),2.24 dB (01001),0.00 dB (00000),800 mV,0,7812
630 mV (01001),2.24 dB (01001),0.74 dB (00011),800 mV,0,7776
630 mV (01001),2.24 dB (01001),1.32 dB (00110),800 mV,0,7704
630 mV (01001),2.24 dB (01001),2.28 dB (01001),800 mV,0,7776
630 mV (01001),2.24 dB (01001),3.14 dB (01100),800 mV,0,7776
630 mV (01001),2.24 dB (01001),3.99 dB (01111),800 mV,0,7776
630 mV (01001),2.24 dB (01001),5.05 dB (10010),800 mV,0,7812
630 mV (01001),2.24 dB (01001),6.69 dB (10101),800 mV,0,7812
630 mV (01001),2.24 dB (01001),7.84 dB (11000),800 mV,19716,0
630 mV (01001),2.24 dB (01001),9.14 dB (11010),800 mV,899158,0
630 mV (01001),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
630 mV (01001),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
630 mV (01001),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
630 mV (01001),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
630 mV (01001),3.08 dB (01100),0.00 dB (00000),800 mV,0,7740
630 mV (01001),3.08 dB (01100),0.74 dB (00011),800 mV,0,7776
630 mV (01001),3.08 dB (01100),1.32 dB (00110),800 mV,0,7848
630 mV (01001),3.08 dB (01100),2.28 dB (01001),800 mV,0,7812
630 mV (01001),3.08 dB (01100),3.14 dB (01100),800 mV,0,7776
630 mV (01001),3.08 dB (01100),3.99 dB (01111),800 mV,0,7632
630 mV (01001),3.08 dB (01100),5.05 dB (10010),800 mV,0,7776
630 mV (01001),3.08 dB (01100),6.69 dB (10101),800 mV,295531,0
630 mV (01001),3.08 dB (01100),7.84 dB (11000),800 mV,-1,0
630 mV (01001),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
630 mV (01001),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
630 mV (01001),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
630 mV (01001),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
630 mV (01001),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
630 mV (01001),3.90 dB (01111),0.00 dB (00000),800 mV,0,7704
630 mV (01001),3.90 dB (01111),0.74 dB (00011),800 mV,0,7956
630 mV (01001),3.90 dB (01111),1.32 dB (00110),800 mV,0,7596
630 mV (01001),3.90 dB (01111),2.28 dB (01001),800 mV,0,7632
630 mV (01001),3.90 dB (01111),3.14 dB (01100),800 mV,0,7740
630 mV (01001),3.90 dB (01111),3.99 dB (01111),800 mV,0,7704
630 mV (01001),3.90 dB (01111),5.05 dB (10010),800 mV,1563,6552
630 mV (01001),3.90 dB (01111),5.05 dB (10010),800 mV,1563,0
630 mV (01001),3.90 dB (01111),6.69 dB (10101),800 mV,651179,0
630 mV (01001),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
630 mV (01001),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
630 mV (01001),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
630 mV (01001),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
630 mV (01001),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
630 mV (01001),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
630 mV (01001),4.66 dB (10001),0.00 dB (00000),800 mV,0,7668
630 mV (01001),4.66 dB (10001),0.74 dB (00011),800 mV,0,7740
630 mV (01001),4.66 dB (10001),1.32 dB (00110),800 mV,0,7704
630 mV (01001),4.66 dB (10001),2.28 dB (01001),800 mV,0,7812
630 mV (01001),4.66 dB (10001),3.14 dB (01100),800 mV,0,7704
630 mV (01001),4.66 dB (10001),3.99 dB (01111),800 mV,0,7740
630 mV (01001),4.66 dB (10001),5.05 dB (10010),800 mV,229544,0
630 mV (01001),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
630 mV (01001),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
630 mV (01001),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
630 mV (01001),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
630 mV (01001),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
630 mV (01001),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
630 mV (01001),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
630 mV (01001),5.67 dB (10100),0.00 dB (00000),800 mV,0,7848
630 mV (01001),5.67 dB (10100),0.74 dB (00011),800 mV,0,7560
630 mV (01001),5.67 dB (10100),1.32 dB (00110),800 mV,0,7776
630 mV (01001),5.67 dB (10100),2.28 dB (01001),800 mV,0,7524
630 mV (01001),5.67 dB (10100),3.14 dB (01100),800 mV,0,7848
630 mV (01001),5.67 dB (10100),3.99 dB (01111),800 mV,422191,0
630 mV (01001),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
630 mV (01001),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
630 mV (01001),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
630 mV (01001),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
630 mV (01001),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
630 mV (01001),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
630 mV (01001),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
630 mV (01001),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
690 mV (01100),0.01 dB (00000),0.00 dB (00000),800 mV,0,8064
690 mV (01100),0.01 dB (00000),0.74 dB (00011),800 mV,0,8028
690 mV (01100),0.01 dB (00000),1.32 dB (00110),800 mV,0,7848
690 mV (01100),0.01 dB (00000),2.28 dB (01001),800 mV,0,7884
690 mV (01100),0.01 dB (00000),3.14 dB (01100),800 mV,0,7812
690 mV (01100),0.01 dB (00000),3.99 dB (01111),800 mV,0,7632
690 mV (01100),0.01 dB (00000),5.05 dB (10010),800 mV,0,7560
690 mV (01100),0.01 dB (00000),6.69 dB (10101),800 mV,0,7740
690 mV (01100),0.01 dB (00000),7.84 dB (11000),800 mV,0,7632
690 mV (01100),0.01 dB (00000),9.14 dB (11010),800 mV,0,7344
690 mV (01100),0.01 dB (00000),10.51 dB (11100),800 mV,1075,5112
690 mV (01100),0.01 dB (00000),10.51 dB (11100),800 mV,1075,0
690 mV (01100),0.01 dB (00000),11.63 dB (11101),800 mV,815107,0
690 mV (01100),0.01 dB (00000),12.29 dB (11110),800 mV,25911,0
690 mV (01100),0.01 dB (00000),13.67 dB (11111),800 mV,65450507,0
690 mV (01100),0.73 dB (00011),0.00 dB (00000),800 mV,0,8100
690 mV (01100),0.73 dB (00011),0.74 dB (00011),800 mV,0,7956
690 mV (01100),0.73 dB (00011),1.32 dB (00110),800 mV,0,7956
690 mV (01100),0.73 dB (00011),2.28 dB (01001),800 mV,0,7920
690 mV (01100),0.73 dB (00011),3.14 dB (01100),800 mV,0,7884
690 mV (01100),0.73 dB (00011),3.99 dB (01111),800 mV,0,7740
690 mV (01100),0.73 dB (00011),5.05 dB (10010),800 mV,0,7740
690 mV (01100),0.73 dB (00011),6.69 dB (10101),800 mV,0,7596
690 mV (01100),0.73 dB (00011),7.84 dB (11000),800 mV,0,7416
690 mV (01100),0.73 dB (00011),9.14 dB (11010),800 mV,0,7488
690 mV (01100),0.73 dB (00011),10.51 dB (11100),800 mV,65074,0
690 mV (01100),0.73 dB (00011),11.63 dB (11101),800 mV,6888,0
690 mV (01100),0.73 dB (00011),12.29 dB (11110),800 mV,258774,0
690 mV (01100),0.73 dB (00011),13.67 dB (11111),800 mV,69340590,0
690 mV (01100),1.30 dB (00110),0.00 dB (00000),800 mV,0,7920
690 mV (01100),1.30 dB (00110),0.74 dB (00011),800 mV,0,7884
690 mV (01100),1.30 dB (00110),1.32 dB (00110),800 mV,0,7956
690 mV (01100),1.30 dB (00110),2.28 dB (01001),800 mV,0,7812
690 mV (01100),1.30 dB (00110),3.14 dB (01100),800 mV,0,7992
690 mV (01100),1.30 dB (00110),3.99 dB (01111),800 mV,0,7704
690 mV (01100),1.30 dB (00110),5.05 dB (10010),800 mV,0,7596
690 mV (01100),1.30 dB (00110),6.69 dB (10101),800 mV,0,7560
690 mV (01100),1.30 dB (00110),7.84 dB (11000),800 mV,0,7416
690 mV (01100),1.30 dB (00110),9.14 dB (11010),800 mV,260,7380
690 mV (01100),1.30 dB (00110),9.14 dB (11010),800 mV,260,0
690 mV (01100),1.30 dB (00110),10.51 dB (11100),800 mV,186656,0
690 mV (01100),1.30 dB (00110),11.63 dB (11101),800 mV,-1,0
690 mV (01100),1.30 dB (00110),12.29 dB (11110),800 mV,-1,0
690 mV (01100),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
690 mV (01100),2.24 dB (01001),0.00 dB (00000),800 mV,0,7848
690 mV (01100),2.24 dB (01001),0.74 dB (00011),800 mV,0,7848
690 mV (01100),2.24 dB (01001),1.32 dB (00110),800 mV,0,7812
690 mV (01100),2.24 dB (01001),2.28 dB (01001),800 mV,0,7740
690 mV (01100),2.24 dB (01001),3.14 dB (01100),800 mV,0,7704
690 mV (01100),2.24 dB (01001),3.99 dB (01111),800 mV,0,7668
690 mV (01100),2.24 dB (01001),5.05 dB (10010),800 mV,0,7632
690 mV (01100),2.24 dB (01001),6.69 dB (10101),800 mV,0,7704
690 mV (01100),2.24 dB (01001),7.84 dB (11000),800 mV,40232,0
690 mV (01100),2.24 dB (01001),9.14 dB (11010),800 mV,123474442,0
690 mV (01100),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
690 mV (01100),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
690 mV (01100),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
690 mV (01100),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
690 mV (01100),3.08 dB (01100),0.00 dB (00000),800 mV,0,7920
690 mV (01100),3.08 dB (01100),0.74 dB (00011),800 mV,0,7704
690 mV (01100),3.08 dB (01100),1.32 dB (00110),800 mV,0,7560
690 mV (01100),3.08 dB (01100),2.28 dB (01001),800 mV,0,7776
690 mV (01100),3.08 dB (01100),3.14 dB (01100),800 mV,0,7704
690 mV (01100),3.08 dB (01100),3.99 dB (01111),800 mV,0,7596
690 mV (01100),3.08 dB (01100),5.05 dB (10010),800 mV,0,7848
690 mV (01100),3.08 dB (01100),6.69 dB (10101),800 mV,11066,0
690 mV (01100),3.08 dB (01100),7.84 dB (11000),800 mV,-1,0
690 mV (01100),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
690 mV (01100),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
690 mV (01100),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
690 mV (01100),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
690 mV (01100),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
690 mV (01100),3.90 dB (01111),0.00 dB (00000),800 mV,0,7776
690 mV (01100),3.90 dB (01111),0.74 dB (00011),800 mV,0,7884
690 mV (01100),3.90 dB (01111),1.32 dB (00110),800 mV,0,7776
690 mV (01100),3.90 dB (01111),2.28 dB (01001),800 mV,0,7812
690 mV (01100),3.90 dB (01111),3.14 dB (01100),800 mV,0,7704
690 mV (01100),3.90 dB (01111),3.99 dB (01111),800 mV,0,7596
690 mV (01100),3.90 dB (01111),5.05 dB (10010),800 mV,2648,5832
690 mV (01100),3.90 dB (01111),5.05 dB (10010),800 mV,2648,0
690 mV (01100),3.90 dB (01111),6.69 dB (10101),800 mV,156461611,0
690 mV (01100),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
690 mV (01100),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
690 mV (01100),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
690 mV (01100),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
690 mV (01100),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
690 mV (01100),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
690 mV (01100),4.66 dB (10001),0.00 dB (00000),800 mV,0,7848
690 mV (01100),4.66 dB (10001),0.74 dB (00011),800 mV,0,7848
690 mV (01100),4.66 dB (10001),1.32 dB (00110),800 mV,0,7704
690 mV (01100),4.66 dB (10001),2.28 dB (01001),800 mV,0,7776
690 mV (01100),4.66 dB (10001),3.14 dB (01100),800 mV,0,7596
690 mV (01100),4.66 dB (10001),3.99 dB (01111),800 mV,0,7812
690 mV (01100),4.66 dB (10001),5.05 dB (10010),800 mV,565452,0
690 mV (01100),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
690 mV (01100),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
690 mV (01100),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
690 mV (01100),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
690 mV (01100),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
690 mV (01100),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
690 mV (01100),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
690 mV (01100),5.67 dB (10100),0.00 dB (00000),800 mV,0,7812
690 mV (01100),5.67 dB (10100),0.74 dB (00011),800 mV,0,7704
690 mV (01100),5.67 dB (10100),1.32 dB (00110),800 mV,0,7596
690 mV (01100),5.67 dB (10100),2.28 dB (01001),800 mV,0,7668
690 mV (01100),5.67 dB (10100),3.14 dB (01100),800 mV,0,7740
690 mV (01100),5.67 dB (10100),3.99 dB (01111),800 mV,104589,0
690 mV (01100),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
690 mV (01100),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
690 mV (01100),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
690 mV (01100),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
690 mV (01100),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
690 mV (01100),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
690 mV (01100),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
690 mV (01100),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
760 mV (01111),0.01 dB (00000),0.00 dB (00000),800 mV,0,8064
760 mV (01111),0.01 dB (00000),0.74 dB (00011),800 mV,0,8136
760 mV (01111),0.01 dB (00000),1.32 dB (00110),800 mV,0,7956
760 mV (01111),0.01 dB (00000),2.28 dB (01001),800 mV,0,7920
760 mV (01111),0.01 dB (00000),3.14 dB (01100),800 mV,0,7956
760 mV (01111),0.01 dB (00000),3.99 dB (01111),800 mV,0,7740
760 mV (01111),0.01 dB (00000),5.05 dB (10010),800 mV,0,7812
760 mV (01111),0.01 dB (00000),6.69 dB (10101),800 mV,0,7596
760 mV (01111),0.01 dB (00000),7.84 dB (11000),800 mV,0,7416
760 mV (01111),0.01 dB (00000),9.14 dB (11010),800 mV,0,7596
760 mV (01111),0.01 dB (00000),10.51 dB (11100),800 mV,126,7020
760 mV (01111),0.01 dB (00000),10.51 dB (11100),800 mV,126,0
760 mV (01111),0.01 dB (00000),11.63 dB (11101),800 mV,19218,0
760 mV (01111),0.01 dB (00000),12.29 dB (11110),800 mV,66272,0
760 mV (01111),0.01 dB (00000),13.67 dB (11111),800 mV,456343,0
760 mV (01111),0.73 dB (00011),0.00 dB (00000),800 mV,0,7920
760 mV (01111),0.73 dB (00011),0.74 dB (00011),800 mV,0,7992
760 mV (01111),0.73 dB (00011),1.32 dB (00110),800 mV,0,7884
760 mV (01111),0.73 dB (00011),2.28 dB (01001),800 mV,0,7884
760 mV (01111),0.73 dB (00011),3.14 dB (01100),800 mV,0,7812
760 mV (01111),0.73 dB (00011),3.99 dB (01111),800 mV,0,7740
760 mV (01111),0.73 dB (00011),5.05 dB (10010),800 mV,0,7848
760 mV (01111),0.73 dB (00011),6.69 dB (10101),800 mV,0,7668
760 mV (01111),0.73 dB (00011),7.84 dB (11000),800 mV,0,7452
760 mV (01111),0.73 dB (00011),9.14 dB (11010),800 mV,0,7488
760 mV (01111),0.73 dB (00011),10.51 dB (11100),800 mV,1828,4104
760 mV (01111),0.73 dB (00011),10.51 dB (11100),800 mV,1828,0
760 mV (01111),0.73 dB (00011),11.63 dB (11101),800 mV,17156,0
760 mV (01111),0.73 dB (00011),12.29 dB (11110),800 mV,42086741,0
760 mV (01111),0.73 dB (00011),13.67 dB (11111),800 mV,898589,0
760 mV (01111),1.30 dB (00110),0.00 dB (00000),800 mV,0,7884
760 mV (01111),1.30 dB (00110),0.74 dB (00011),800 mV,0,7884
760 mV (01111),1.30 dB (00110),1.32 dB (00110),800 mV,0,7920
760 mV (01111),1.30 dB (00110),2.28 dB (01001),800 mV,0,7704
760 mV (01111),1.30 dB (00110),3.14 dB (01100),800 mV,0,7704
760 mV (01111),1.30 dB (00110),3.99 dB (01111),800 mV,0,7740
760 mV (01111),1.30 dB (00110),5.05 dB (10010),800 mV,0,7740
760 mV (01111),1.30 dB (00110),6.69 dB (10101),800 mV,0,7596
760 mV (01111),1.30 dB (00110),7.84 dB (11000),800 mV,0,7488
760 mV (01111),1.30 dB (00110),9.14 dB (11010),800 mV,1311,6588
760 mV (01111),1.30 dB (00110),9.14 dB (11010),800 mV,1311,0
760 mV (01111),1.30 dB (00110),10.51 dB (11100),800 mV,234353,0
760 mV (01111),1.30 dB (00110),11.63 dB (11101),800 mV,1559823,0
760 mV (01111),1.30 dB (00110),12.29 dB (11110),800 mV,-1,0
760 mV (01111),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
760 mV (01111),2.24 dB (01001),0.00 dB (00000),800 mV,0,7992
760 mV (01111),2.24 dB (01001),0.74 dB (00011),800 mV,0,7776
760 mV (01111),2.24 dB (01001),1.32 dB (00110),800 mV,0,7776
760 mV (01111),2.24 dB (01001),2.28 dB (01001),800 mV,0,7884
760 mV (01111),2.24 dB (01001),3.14 dB (01100),800 mV,0,7776
760 mV (01111),2.24 dB (01001),3.99 dB (01111),800 mV,0,7668
760 mV (01111),2.24 dB (01001),5.05 dB (10010),800 mV,0,7668
760 mV (01111),2.24 dB (01001),6.69 dB (10101),800 mV,0,7632
760 mV (01111),2.24 dB (01001),7.84 dB (11000),800 mV,27006,0
760 mV (01111),2.24 dB (01001),9.14 dB (11010),800 mV,949250,0
760 mV (01111),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
760 mV (01111),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
760 mV (01111),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
760 mV (01111),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
760 mV (01111),3.08 dB (01100),0.00 dB (00000),800 mV,0,7812
760 mV (01111),3.08 dB (01100),0.74 dB (00011),800 mV,0,7956
760 mV (01111),3.08 dB (01100),1.32 dB (00110),800 mV,0,7776
760 mV (01111),3.08 dB (01100),2.28 dB (01001),800 mV,0,7740
760 mV (01111),3.08 dB (01100),3.14 dB (01100),800 mV,0,7992
760 mV (01111),3.08 dB (01100),3.99 dB (01111),800 mV,0,7704
760 mV (01111),3.08 dB (01100),5.05 dB (10010),800 mV,0,7776
760 mV (01111),3.08 dB (01100),6.69 dB (10101),800 mV,7429,0
760 mV (01111),3.08 dB (01100),7.84 dB (11000),800 mV,-1,0
760 mV (01111),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
760 mV (01111),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
760 mV (01111),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
760 mV (01111),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
760 mV (01111),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
760 mV (01111),3.90 dB (01111),0.00 dB (00000),800 mV,0,7920
760 mV (01111),3.90 dB (01111),0.74 dB (00011),800 mV,0,7812
760 mV (01111),3.90 dB (01111),1.32 dB (00110),800 mV,0,7740
760 mV (01111),3.90 dB (01111),2.28 dB (01001),800 mV,0,7776
760 mV (01111),3.90 dB (01111),3.14 dB (01100),800 mV,0,7776
760 mV (01111),3.90 dB (01111),3.99 dB (01111),800 mV,0,7704
760 mV (01111),3.90 dB (01111),5.05 dB (10010),800 mV,3895,5652
760 mV (01111),3.90 dB (01111),5.05 dB (10010),800 mV,3895,0
760 mV (01111),3.90 dB (01111),6.69 dB (10101),800 mV,280158651,0
760 mV (01111),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
760 mV (01111),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
760 mV (01111),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
760 mV (01111),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
760 mV (01111),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
760 mV (01111),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
760 mV (01111),4.66 dB (10001),0.00 dB (00000),800 mV,0,7740
760 mV (01111),4.66 dB (10001),0.74 dB (00011),800 mV,0,7776
760 mV (01111),4.66 dB (10001),1.32 dB (00110),800 mV,0,7884
760 mV (01111),4.66 dB (10001),2.28 dB (01001),800 mV,0,7956
760 mV (01111),4.66 dB (10001),3.14 dB (01100),800 mV,0,7560
760 mV (01111),4.66 dB (10001),3.99 dB (01111),800 mV,0,7740
760 mV (01111),4.66 dB (10001),5.05 dB (10010),800 mV,165289,0
760 mV (01111),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
760 mV (01111),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
760 mV (01111),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
760 mV (01111),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
760 mV (01111),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
760 mV (01111),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
760 mV (01111),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
760 mV (01111),5.67 dB (10100),0.00 dB (00000),800 mV,0,7740
760 mV (01111),5.67 dB (10100),0.74 dB (00011),800 mV,0,7812
760 mV (01111),5.67 dB (10100),1.32 dB (00110),800 mV,0,7776
760 mV (01111),5.67 dB (10100),2.28 dB (01001),800 mV,0,7632
760 mV (01111),5.67 dB (10100),3.14 dB (01100),800 mV,0,7452
760 mV (01111),5.67 dB (10100),3.99 dB (01111),800 mV,33595921,0
760 mV (01111),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
760 mV (01111),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
760 mV (01111),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
760 mV (01111),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
760 mV (01111),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
760 mV (01111),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
760 mV (01111),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
760 mV (01111),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
840 mV (10010),0.01 dB (00000),0.00 dB (00000),800 mV,0,8028
840 mV (10010),0.01 dB (00000),0.74 dB (00011),800 mV,0,8028
840 mV (10010),0.01 dB (00000),1.32 dB (00110),800 mV,0,8136
840 mV (10010),0.01 dB (00000),2.28 dB (01001),800 mV,0,7776
840 mV (10010),0.01 dB (00000),3.14 dB (01100),800 mV,0,7776
840 mV (10010),0.01 dB (00000),3.99 dB (01111),800 mV,0,7668
840 mV (10010),0.01 dB (00000),5.05 dB (10010),800 mV,0,7596
840 mV (10010),0.01 dB (00000),6.69 dB (10101),800 mV,0,7704
840 mV (10010),0.01 dB (00000),7.84 dB (11000),800 mV,0,7452
840 mV (10010),0.01 dB (00000),9.14 dB (11010),800 mV,0,7560
840 mV (10010),0.01 dB (00000),10.51 dB (11100),800 mV,71,7092
840 mV (10010),0.01 dB (00000),10.51 dB (11100),800 mV,71,0
840 mV (10010),0.01 dB (00000),11.63 dB (11101),800 mV,9008,0
840 mV (10010),0.01 dB (00000),12.29 dB (11110),800 mV,27171,0
840 mV (10010),0.01 dB (00000),13.67 dB (11111),800 mV,160796,0
840 mV (10010),0.73 dB (00011),0.00 dB (00000),800 mV,0,7956
840 mV (10010),0.73 dB (00011),0.74 dB (00011),800 mV,0,8028
840 mV (10010),0.73 dB (00011),1.32 dB (00110),800 mV,0,7992
840 mV (10010),0.73 dB (00011),2.28 dB (01001),800 mV,0,7776
840 mV (10010),0.73 dB (00011),3.14 dB (01100),800 mV,0,7884
840 mV (10010),0.73 dB (00011),3.99 dB (01111),800 mV,0,7812
840 mV (10010),0.73 dB (00011),5.05 dB (10010),800 mV,0,7632
840 mV (10010),0.73 dB (00011),6.69 dB (10101),800 mV,0,7740
840 mV (10010),0.73 dB (00011),7.84 dB (11000),800 mV,0,7452
840 mV (10010),0.73 dB (00011),9.14 dB (11010),800 mV,0,7380
840 mV (10010),0.73 dB (00011),10.51 dB (11100),800 mV,975,6516
840 mV (10010),0.73 dB (00011),10.51 dB (11100),800 mV,975,0
840 mV (10010),0.73 dB (00011),11.63 dB (11101),800 mV,5548,0
840 mV (10010),0.73 dB (00011),12.29 dB (11110),800 mV,116192,0
840 mV (10010),0.73 dB (00011),13.67 dB (11111),800 mV,353196,0
840 mV (10010),1.30 dB (00110),0.00 dB (00000),800 mV,0,7920
840 mV (10010),1.30 dB (00110),0.74 dB (00011),800 mV,0,8100
840 mV (10010),1.30 dB (00110),1.32 dB (00110),800 mV,0,7992
840 mV (10010),1.30 dB (00110),2.28 dB (01001),800 mV,0,7848
840 mV (10010),1.30 dB (00110),3.14 dB (01100),800 mV,0,7956
840 mV (10010),1.30 dB (00110),3.99 dB (01111),800 mV,0,7812
